GlobalID,InfraYear,Region,Province,Municipality,ImplementingOffice,ProjectID,ProjectDescription,ProjectComponentID,ProjectComponentDescription,Program,TypeofWork,infra_type,Longitude,Latitude,ContractID,ABC,ContractCost,CompletionDateOriginal,CompletionYear,Contractor,ObjectId,CreationDate,Creator,EditDate,Editor,FundingYear,LegislativeDistrict,DistrictEngineeringOffice,ABC_String,ContractCost_String,CompletionDateActual,StartDate,type,slug
85512e92-a2b8-4e83-abc7-5756d9aeb99e,2022,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00637069LZ,"Rehabilitation of Flood Control Structure along Barangay Pinagbarilan, Baliuag, Bulacan",P00637069LZ-CW1,"Rehabilitation / Major Repair of Flood Control Structure - Rehabilitation of Flood Control Structure along Barangay Pinagbarilan, Baliuag, Bulacan",,Rehabilitation / Major Repair of Flood Control Structure,Flood Control Structures,120.876641,14.960629,22CC0282,4899660.77,4899893.64,1659398400000,2022,I.F. CLEMENTE CONSTRUCTION CORPORATION,2834,1754268322388,dpwh_view,1754303523936,dpwh_view,2022,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,4899660.77,4899893.64,2022-07-01,04/06/2022,flood_control,rehabilitation-of-flood-control-structure-along-barangay-pinagbarilan-baliuag-bulacan-22cc0282
3913ebbc-7ba3-40ff-9e68-b04d4137cb1e,2023,Region III,BULACAN,GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00737459LZ,"Construction of Flood Control Structure along Guiguinto River, Poblacion, Guiguinto, Bulacan",P00737459LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure along Guiguinto River, Poblacion, Guiguinto, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.876719,14.826494,23CC0041,19799578.31,19799878.83,1688428800000,2023,TIONGCO MENDOZA CONSTRUCTION CO. INC.,2835,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,BULACAN (FIFTH LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,19799578.31,19799878.83,2023-07-05,02/06/2023,flood_control,construction-of-flood-control-structure-along-guiguinto-river-poblacion-guiguinto-bulacan-23cc0041
4f7c320f-e332-4459-90f8-d3bea0adc9ac,2022,Region III,BULACAN,GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00631192LZ,"Construction of Flood Control Wall, Poblacion, Guiguinto, Bulacan, Sta. 0+157-Sta.0+301",P00631192LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Wall, Poblacion, Guiguinto, Bulacan, Sta. 0+157-Sta.0+301",,Construction of Flood Mitigation Structure,Flood Control Structures,120.876935,14.82777,22CC0158,22539714.91,22539929.3,1661990400000,2022,F.R. MAPILISAN CONSTRUCTION,2836,1754268322388,dpwh_view,1754303523936,dpwh_view,2022,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,22539714.91,22539929.3,2022-07-22,04/06/2022,flood_control,construction-of-flood-control-wall-poblacion-guiguinto-bulacan-sta-0157-sta0301-22cc0158
9bf4ce35-df6b-44e6-94ea-678254677d8a,2023,Region III,BULACAN,GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00737458LZ,"Construction of Flood Control Structure along Guiguinto River, Ilang-ilang Section, Ilang-ilang, Guiguinto, Bulacan",P00737458LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure along Guiguinto River, Ilang-ilang Section, Ilang-ilang, Guiguinto, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.876935,14.823446,23CC0038,19799097.14,19798773.41,1696204800000,2023,ROSSLANCE CONSTRUCTION AND DEVELOPMENT,2837,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,BULACAN (FIFTH LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,19799097.14,19798773.41,2023-10-03,02/06/2023,flood_control,construction-of-flood-control-structure-along-guiguinto-river-ilang-ilang-section-ilang-ilang-guiguinto-bulacan-23cc0038
aebf932a-de2a-4b71-b317-78726bd04643,2024,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00843310LZ,"Construction of Reinforced Concrete Flood Control Structure at Barangay San Roque (Purok 3 to Purok 5), Baliuag, Bulacan",P00843310LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Reinforced Concrete Flood Control Structure at Barangay San Roque (Purok 3 to Purok 5), Baliuag, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.877031,15.000814,24CC0170,77199942.32,77199677.98,1729641600000,2024,M3 KONSTRACT CORPORATION (FORMERLY:MARGARITA CONSTRUCTION),2838,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,77199942.32,77199677.98,2024-10-24,02/28/2024,flood_control,construction-of-reinforced-concrete-flood-control-structure-at-barangay-san-roque-purok-3-to-purok-5-baliuag-bulacan-24cc0170
df3765e4-62dd-4905-811b-38410eb5f239,2024,Region III,BULACAN,GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00823459LZ,"Construction of River Control Structure at Barangay Poblacion Purok 1 Guiguinto, Bulacan",P00823459LZ-CW1,"Construction of Flood Mitigation Structure - Construction of River Control Structure at Barangay Poblacion Purok 1 Guiguinto, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.87704,14.826984,24CC0164,77199485.73,77198841,1729641600000,2024,ORANI CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:ORANI BUILDERS & SUPPLY),2839,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (FIFTH LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,77199485.73,77198841,2024-10-27,02/28/2024,flood_control,construction-of-river-control-structure-at-barangay-poblacion-purok-1-guiguinto-bulacan-24cc0164
40d21adc-4e20-46fb-8e51-0ed41cc0d9a2,2024,Region III,BULACAN,GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00820229LZ,"Construction of Flood Control Structure, Barangay Santa Cruz, Guiguinto, Bulacan",P00820229LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure, Barangay Santa Cruz, Guiguinto, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.877052,14.844018,24CC0051,72374968.39,72374267.49,1727827200000,2024,WAWAO BUILDERS,2840,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (FIFTH LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,72374968.39,72374267.49,2024-06-19,02/07/2024,flood_control,construction-of-flood-control-structure-barangay-santa-cruz-guiguinto-bulacan-24cc0051
1074dabc-2297-43e0-92aa-9f17b5fc4143,2024,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00838366LZ,"Construction of Reinforced Concrete Slope Revetment at Barangay San Roque, Baliuag, Bulacan",P00838366LZ-CW1,"Construction of Revetment - Construction of Reinforced Concrete Slope Revetment at Barangay San Roque, Baliuag, Bulacan",,Construction of Revetment,Flood Control Structures,120.877172,14.999346,24CC0093,72374977.69,72374803.73,1731456000000,2024,"S-ANG CONSTRUCTION & GENERAL TRADING, INC. / C.T. LEONCIO CONSTRUCTION & TRADING",2841,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,72374977.69,72374803.73,2024-11-14,03/20/2024,flood_control,construction-of-reinforced-concrete-slope-revetment-at-barangay-san-roque-baliuag-bulacan-24cc0093
a51eb4ae-9ba2-4f3d-b79c-dccac924ef1e,2023,Region IV-B,OCCIDENTAL MINDORO,SABLAYAN (OCCIDENTAL MINDORO),Mindoro Occidental District Engineering Office,P00726767LZ,"Construction of Flood Control Structure along Amnay River, Kabangkalan Section, Sta. 0+000 - Sta. 0+449, Sablayan, Occidental Mindoro",P00726767LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure along Amnay River, Kabangkalan Section, Sta. 0+000 - Sta. 0+449, Sablayan, Occidental Mindoro",,Construction of Flood Mitigation Structure,Flood Control Structures,120.877556,12.956448,23EB0035,45080000,45073624.75,1693526400000,2023,STX ENTERPRISES,2842,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,OCCIDENTAL MINDORO (LEGISLATIVE DISTRICT),Mindoro Occidental District Engineering Office,45080000,45073624.75,2023-09-02,02/10/2023,flood_control,construction-of-flood-control-structure-along-amnay-river-kabangkalan-section-sta-0000---sta-0449-sablayan-occidental-mindoro-23eb0035
34eebdaa-e585-4331-b958-fcc2d55fcc13,2024,Region III,BULACAN,GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00823467LZ,"Construction of Flood Control Structure along Guiguinto River, Malis Section, Guiguinto, Bulacan",P00823467LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure along Guiguinto River, Malis Section, Guiguinto, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.877677,14.832546,24CC0142,96499971.1,96499968.29,1734048000000,2024,WAWAO BUILDERS,2843,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (FIFTH LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,96499971.1,96499968.29,2024-06-11,03/20/2024,flood_control,construction-of-flood-control-structure-along-guiguinto-river-malis-section-guiguinto-bulacan-24cc0142
7095d196-4c94-4caf-82f2-082c0e768c25,2022,Region III,BULACAN,GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00631219LZ,"Rehabilitation of River Control Structures, Sta. Cruz (Bagbag Creek), Guiguinto, Bulacan",P00631219LZ-CW1,"Rehabilitation / Major Repair of Flood Control Structure - Rehabilitation of River Control Structures, Sta. Cruz (Bagbag Creek), Guiguinto, Bulacan",,Rehabilitation / Major Repair of Flood Control Structure,Flood Control Structures,120.877747,14.842623,22CC0145,45079769.3,45079969.52,1672099200000,2022,TOPNOTCH CATALYST BUILDERS INC. / BLACK HARDHAT INC. (FORMERLY: JCHARDHAT INC.),2844,1754268322388,dpwh_view,1754303523936,dpwh_view,2022,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,45079769.3,45079969.52,2022-11-21,03/04/2022,flood_control,rehabilitation-of-river-control-structures-sta-cruz-bagbag-creek-guiguinto-bulacan-22cc0145
9452084d-1775-42e9-941d-ffa938d17e1b,2024,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00821224LZ,"Construction of Flood Control Structure along Angat River, Bulacan",P00821224LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure along Angat River, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.877844,14.89835,24CC0423,96499927.72,96499757.73,1738800000000,2025,"729 CONSTRUCTION, INC. (FORMERLY 722 CONSTRUCTION, INC.)",2845,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,96499927.72,96499757.73,2025-02-07,05/14/2024,flood_control,construction-of-flood-control-structure-along-angat-river-bulacan-24cc0423
77365639-047b-44b8-b2ff-d2392c87484c,2023,Region III,BULACAN,GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00740347LZ,"Construction of Flood Control Structure along Bagbag Creek, Barangay Malis, Guiguinto, Bulacan (K004+300 to K004+500)",P00740347LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure along Bagbag Creek, Barangay Malis, Guiguinto, Bulacan (K004+300 to K004+500)",,Construction of Flood Mitigation Structure,Flood Control Structures,120.877881,14.842727,23CC0214,72374068.34,72373409.11,1705708800000,2024,TOPNOTCH CATALYST BUILDERS INC.,2846,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,BULACAN (FIFTH LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,72374068.34,72373409.11,2024-01-21,03/28/2023,flood_control,construction-of-flood-control-structure-along-bagbag-creek-barangay-malis-guiguinto-bulacan-k004300-to-k004500-23cc0214
fde346bb-c261-46ce-8b09-4f6ce3ac4227,2023,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00725685LZ,"Construction of Revetment Wall at Barangay Hinukay, Sta. 02+780 to Sta. 03+180, Baliuag, Bulacan",P00725685LZ-CW1,"Construction of Revetment - Construction of Revetment Wall at Barangay Hinukay, Sta. 02+780 to Sta. 03+180, Baliuag, Bulacan",,Construction of Revetment,Flood Control Structures,120.877924,15.01071,23CC0133,96499834.19,96499701.59,1701993600000,2023,M.S. RAMOS CONSTRUCTION INC. (FORMERLY: M.S. RAMOS,2847,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,96499834.19,96499701.59,2023-12-09,02/13/2023,flood_control,construction-of-revetment-wall-at-barangay-hinukay-sta-02780-to-sta-03180-baliuag-bulacan-23cc0133
b26e4ba1-4034-4c85-bfc4-3a9d8e6ab613,2023,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00726461LZ,"Construction of River Control Project at Barangay Hinukay, Sta. 01+960 to Sta. 02+360, Baliuag, Bulacan",P00726461LZ-CW1,"Construction of Flood Mitigation Structure - Construction of River Control Project at Barangay Hinukay, Sta. 01+960 to Sta. 02+360, Baliuag, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.878228,15.007383,23CC0132,96499679.61,96498523.97,1701993600000,2023,M3 KONSTRACT CORPORATION (FORMERLY:MARGARITA CONSTRUCTION),2848,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,96499679.61,96498523.97,2023-12-09,02/13/2023,flood_control,construction-of-river-control-project-at-barangay-hinukay-sta-01960-to-sta-02360-baliuag-bulacan-23cc0132
237d6626-6ad9-43db-9138-ba81a481673d,2024,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00843309LZ,"Construction of Reinforced Concrete Flood Control Structure at Barangay San Roque (Purok 1 to Purok 3), Baliuag, Bulacan",P00843309LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Reinforced Concrete Flood Control Structure at Barangay San Roque (Purok 1 to Purok 3), Baliuag, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.878387,15.00143,24CC0167,77199943.4,77199531.57,1729641600000,2024,M3 KONSTRACT CORPORATION (FORMERLY:MARGARITA CONSTRUCTION),2849,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,77199943.4,77199531.57,2024-10-24,02/28/2024,flood_control,construction-of-reinforced-concrete-flood-control-structure-at-barangay-san-roque-purok-1-to-purok-3-baliuag-bulacan-24cc0167
3ca02670-3527-4e5c-b7bc-e190746e91ea,2022,Region III,BULACAN,BULACAN (BULACAN),Bulacan 1st District Engineering Office,P00631204LZ,"Construction of River Protection, Balubad, Bulacan, Bulacan",P00631204LZ-CW1,"Construction of Slope Protection Structure - Construction of River Protection, Balubad, Bulacan, Bulacan",,Construction of Slope Protection Structure,Flood Control Structures,120.878454,14.805831,22CC0039,35279964.6,35278599.12,1658707200000,2022,J. SIMEON CONSTRUCTION,2850,1754268322388,dpwh_view,1754303523936,dpwh_view,2022,BULACAN (FIRST LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,35279964.6,35278599.12,2022-07-26,01/28/2022,flood_control,construction-of-river-protection-balubad-bulacan-bulacan-22cc0039
ef7e8edf-d748-4481-ac32-89ecb20315b5,2024,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00838371LZ,"Construction of Riverbank Protection Structure (Phase II) at Barangay San Roque, Baliuag, Bulacan",P00838371LZ-CW1,"Construction of Slope Protection Structure - Construction of Riverbank Protection Structure (Phase II) at Barangay San Roque, Baliuag, Bulacan",,Construction of Slope Protection Structure,Flood Control Structures,120.878479,14.999615,24CC0023,96499972.98,96499563.2,1730419200000,2024,M3 KONSTRACT CORPORATION (FORMERLY:MARGARITA CONSTRUCTION),2851,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,96499972.98,96499563.2,2024-11-01,02/07/2024,flood_control,construction-of-riverbank-protection-structure-phase-ii-at-barangay-san-roque-baliuag-bulacan-24cc0023
6ff7b535-9d99-4ec1-9dd4-69845ebd7579,2022,Region III,BULACAN,GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00621531LZ,"Construction of Flood Control Structures along Guiguinto River Sta. 01+840 to Sta. 02+040 Malis Section, Guiguinto, Bulacan",P00621531LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structures along Guiguinto River Sta. 01+840 to Sta. 02+040 Malis Section, Guiguinto, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.878555,14.847557,22CC0191,24499916.34,24497106.55,1672272000000,2022,NICLEDON CONSTRUCTION,2852,1754268322388,dpwh_view,1754303523936,dpwh_view,2022,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,24499916.34,24497106.55,2022-12-27,04/05/2022,flood_control,construction-of-flood-control-structures-along-guiguinto-river-sta-01840-to-sta-02040-malis-section-guiguinto-bulacan-22cc0191
f4cd7452-3de5-4960-85a2-1e816542120f,2023,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00740338LZ,"Construction of Flood Control Structure at Barangay San Roque, Baliuag, Bulacan (K001+300 to K001+600)",P00740338LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure at Barangay San Roque, Baliuag, Bulacan (K001+300 to K001+600)",,Construction of Flood Mitigation Structure,Flood Control Structures,120.878657,15.001371,23CC0255,72374734.39,72373859.53,1703116800000,2023,WAWAO BUILDERS / DRJY CONSTRUCTION,2853,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,72374734.39,72373859.53,2023-12-22,03/28/2023,flood_control,construction-of-flood-control-structure-at-barangay-san-roque-baliuag-bulacan-k001300-to-k001600-23cc0255
9c32e678-e7e1-45e5-a5d4-c4092a7ba486,2024,Region III,BULACAN,GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00820820LZ,"Construction of Flood Mitigation Structure and Improvement of Waterways along Guiguinto River, Barangay Daungan, Guiguinto, Bulacan",P00820820LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Mitigation Structure and Improvement of Waterways along Guiguinto River, Barangay Daungan, Guiguinto, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.878913,14.850212,24CC0069,28949908.16,28949821.9,1728864000000,2024,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,2854,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (FIFTH LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,28949908.16,28949821.9,2024-10-15,03/20/2024,flood_control,construction-of-flood-mitigation-structure-and-improvement-of-waterways-along-guiguinto-river-barangay-daungan-guiguinto-bulacan-24cc0069
f35ff8ca-4b31-4121-8a84-f0932ce210d8,2024,Region III,BULACAN,PLARIDEL (BULACAN),Bulacan 1st District Engineering Office,P00821269LZ,"Construction of Riverbank Protection Structure along Angat River, Barangay Parulan, Plaridel, Bulacan",P00821269LZ-CW1,"Construction of Slope Protection Structure - Construction of Riverbank Protection Structure along Angat River, Barangay Parulan, Plaridel, Bulacan",,Construction of Slope Protection Structure,Flood Control Structures,120.879097,14.898648,24CC0082,72374950.84,72374479.88,1727827200000,2024,TOPNOTCH CATALYST BUILDERS INC.,2855,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,72374950.84,72374479.88,2024-08-07,02/07/2024,flood_control,construction-of-riverbank-protection-structure-along-angat-river-barangay-parulan-plaridel-bulacan-24cc0082
c74235ce-3604-4ea7-9566-1d6af9265d51,2023,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00740332LZ,"Construction of Flood Control Structure at Barangay Hinukay, Baliuag, Bulacan (K004+530 to K004+830)",P00740332LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure at Barangay Hinukay, Baliuag, Bulacan (K004+530 to K004+830)",,Construction of Flood Mitigation Structure,Flood Control Structures,120.879329,15.006094,23CC0256,72374734.39,72374165.79,1703116800000,2023,YPR GEN. CONTRACTOR AND CONSTRUCTION SUPPLY INC.,2856,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,72374734.39,72374165.79,2023-12-22,03/28/2023,flood_control,construction-of-flood-control-structure-at-barangay-hinukay-baliuag-bulacan-k004530-to-k004830-23cc0256
5bdf5d01-a1bb-4ea6-95f5-9992fc019bd6,2024,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00838370LZ,"Construction of Riverbank Protection Structure (Phase II) at Barangay Piel, Baliuag, Bulacan",P00838370LZ-CW1,"Construction of Slope Protection Structure - Construction of Riverbank Protection Structure (Phase II) at Barangay Piel, Baliuag, Bulacan",,Construction of Slope Protection Structure,Flood Control Structures,120.879337,14.990727,24CC0045,96499850.14,96499605.71,1730419200000,2024,"L.R. TIQUI BUILDERS, INC. / M3 KONSTRACT CORPORATION (FORMERLY:MARGARITA CONSTRUCTION)",2857,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,96499850.14,96499605.71,2024-11-02,02/07/2024,flood_control,construction-of-riverbank-protection-structure-phase-ii-at-barangay-piel-baliuag-bulacan-24cc0045
e41549a6-cb40-4b06-8651-8bd87119e917,2023,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00726901LZ,"Construction of Flood Control System at Barangay Hinukay, Baliuag, Bulacan (Sta. 04+320 to Sta. 04+580)",P00726901LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control System at Barangay Hinukay, Baliuag, Bulacan (Sta. 04+320 to Sta. 04+580)",,Construction of Flood Mitigation Structure,Flood Control Structures,120.879378,15.006087,23CC0257,77199405.85,77198159.93,1701907200000,2023,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",2858,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,77199405.85,77198159.93,2023-12-08,03/14/2023,flood_control,construction-of-flood-control-system-at-barangay-hinukay-baliuag-bulacan-sta-04320-to-sta-04580-23cc0257
81ce6940-e2e2-41ed-905b-28f04f849039,2022,Region IV-A,CAVITE,CITY OF GENERAL TRIAS (CAVITE),Cavite 1st District Engineering Office,P00644740LZ,"Reconstruction/ Rehabilitation of Revetment along Ilang- Ilang River, Brgy. Prinza, General Trias City, Cavite",P00644740LZ-CW1,"Rehabilitation / Major Repair of Flood Control Structure - Reconstruction/ Rehabilitation of Revetment along Ilang- Ilang River, Brgy. Prinza, General Trias City, Cavite",,Rehabilitation / Major Repair of Flood Control Structure,Flood Control Structures,120.879418,14.378721,22DF0386,9891250,9891250,1680825600000,2023,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",2859,1754268322388,dpwh_view,1754303523936,dpwh_view,2022,CAVITE (SIXTH LEGISLATIVE DISTRICT),Cavite 1st District Engineering Office,9891250,9891250,2023-03-08,01/09/2023,flood_control,reconstruction-rehabilitation-of-revetment-along-ilang--ilang-river-brgy-prinza-general-trias-city-cavite-22df0386
6c5e4b1b-11da-4005-a2b5-15605ce61527,2022,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00639467LZ,"Construction of Flood Control Structure and Improvement of Waterways at Brgy. Hinukay, Baliuag, Bulacan",P00639467LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure and Improvement of Waterways at Brgy. Hinukay, Baliuag, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.87946,15.00621,22CC0168,48999366.39,48999840.49,1674864000000,2022,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,2860,1754268322388,dpwh_view,1754303523936,dpwh_view,2022,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,48999366.39,48999840.49,2022-12-07,04/05/2022,flood_control,construction-of-flood-control-structure-and-improvement-of-waterways-at-brgy-hinukay-baliuag-bulacan-22cc0168
cd5a917d-cf3d-43eb-aaf8-4f89040bfa2e,2024,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00843308LZ,"Construction of Reinforced Concrete Flood Control Structure at Barangay Piel (Purok 3 to Purok 5), Baliuag, Bulacan",P00843308LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Reinforced Concrete Flood Control Structure at Barangay Piel (Purok 3 to Purok 5), Baliuag, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.87947,14.989359,24CC0169,77199945.99,77199743.94,1729641600000,2024,M3 KONSTRACT CORPORATION (FORMERLY:MARGARITA CONSTRUCTION),2861,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,77199945.99,77199743.94,2024-10-24,02/28/2024,flood_control,construction-of-reinforced-concrete-flood-control-structure-at-barangay-piel-purok-3-to-purok-5-baliuag-bulacan-24cc0169
7cf0f8c8-c61d-41d6-9c30-96ed7f64765a,2024,Region III,BULACAN,CITY OF BALIUAG (BULACAN),Bulacan 1st District Engineering Office,P00838365LZ,"Construction of Reinforced Concrete Slope Revetment at Barangay Piel, Baliuag, Bulacan",P00838365LZ-CW1,"Construction of Revetment - Construction of Reinforced Concrete Slope Revetment at Barangay Piel, Baliuag, Bulacan",,Construction of Revetment,Flood Control Structures,120.879472,14.990847,24CC0088,72374987.18,72374906.25,1731456000000,2024,"S-ANG CONSTRUCTION & GENERAL TRADING, INC. / C.T. LEONCIO CONSTRUCTION & TRADING",2862,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,BULACAN (SECOND LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,72374987.18,72374906.25,2024-11-14,03/20/2024,flood_control,construction-of-reinforced-concrete-slope-revetment-at-barangay-piel-baliuag-bulacan-24cc0088
a710f96b-f8f8-46a6-870f-42174861f565,2023,Region III,BULACAN,BULACAN (BULACAN),Bulacan 1st District Engineering Office,P00735981LZ,"Construction of Flood Mitigation Structures along Barangay San Francisco, Bulacan, Bulacan",P00735981LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Mitigation Structures along Barangay San Francisco, Bulacan, Bulacan",,Construction of Flood Mitigation Structure,Flood Control Structures,120.879497,14.809188,23CC0138,77199901.56,77188463.69,1701993600000,2023,11-16 CONSTRUCTION,2863,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,BULACAN (FIRST LEGISLATIVE DISTRICT),Bulacan 1st District Engineering Office,77199901.56,77188463.69,2023-12-06,02/13/2023,flood_control,construction-of-flood-mitigation-structures-along-barangay-san-francisco-bulacan-bulacan-23cc0138
